yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
2003,TOR,AL,aceveju01,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2014,MIN,AL,achteaj01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2015,MIN,AL,achteaj01,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2016,LAA,AL,achteaj01,27,0,3,27,27,0,0,0,0,0,0,0,0,0,0,0,0
1983,TOR,AL,ackerji01,38,5,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0
1984,TOR,AL,ackerji01,32,3,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
1985,TOR,AL,ackerji01,61,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0
1986,ATL,NL,ackerji01,21,14,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0
1986,TOR,AL,ackerji01,23,5,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0
1987,ATL,NL,ackerji01,68,0,68,68,68,0,0,0,0,0,0,0,0,0,0,0,0
1988,ATL,NL,ackerji01,21,1,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0
1989,ATL,NL,ackerji01,59,0,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0
1989,TOR,AL,ackerji01,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
1990,TOR,AL,ackerji01,59,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0
1991,TOR,AL,ackerji01,54,4,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0
1992,SEA,AL,ackerji01,17,0,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0
1956,CIN,NL,ackerto01,29,7,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0
1957,CIN,NL,ackerto01,49,6,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0
1958,CIN,NL,ackerto01,38,10,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0
1959,CIN,NL,ackerto01,37,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2011,SEA,AL,ackledu01,90,87,90,86,0,0,1,86,0,0,0,0,0,0,2,3,0
2012,SEA,AL,ackledu01,153,151,153,147,0,0,11,142,0,0,0,0,0,0,4,2,0
2013,SEA,AL,ackledu01,113,103,113,111,0,0,6,53,0,0,11,50,0,59,1,6,3
2014,SEA,AL,ackledu01,143,131,143,133,0,0,0,0,0,0,133,0,0,133,8,7,4
2015,NYA,AL,ackledu01,23,14,23,17,0,0,4,9,0,0,4,0,0,4,2,9,0
2015,SEA,AL,ackledu01,85,53,85,79,0,0,0,1,0,0,63,21,2,78,2,10,7
2016,NYA,AL,ackledu01,28,17,28,22,0,0,13,1,0,0,0,0,9,9,3,6,0
1963,CHA,AL,acklefr01,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1964,CHA,AL,acklefr01,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1972,CHA,AL,acostcy01,26,0,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0
1973,CHA,AL,acostcy01,48,0,1,48,48,0,0,0,0,0,0,0,0,0,0,0,0
1974,CHA,AL,acostcy01,27,0,2,27,27,0,0,0,0,0,0,0,0,0,0,0,0
1975,PHI,NL,acostcy01,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1970,PIT,NL,acosted01,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1971,SDN,NL,acosted01,8,6,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
1972,SDN,NL,acosted01,46,2,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0
1920,WS1,AL,acostjo01,17,5,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
1921,WS1,AL,acostjo01,33,7,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0
1922,CHA,AL,acostjo01,5,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2007,ATL,NL,acostma01,21,0,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2008,ATL,NL,acostma01,46,0,43,46,46,0,0,0,0,0,0,0,0,0,0,0,0
2009,ATL,NL,acostma01,36,0,34,36,36,0,0,0,0,0,0,0,0,0,0,0,0
2010,NYN,NL,acostma01,41,0,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0
2011,NYN,NL,acostma01,44,0,41,44,44,0,0,0,0,0,0,0,0,0,0,0,0
2012,NYN,NL,acostma01,45,0,44,45,45,0,0,0,0,0,0,0,0,0,0,0,0
1913,WS1,AL,acostme01,12,4,12,9,0,0,0,0,0,0,6,2,1,9,0,2,1
1914,WS1,AL,acostme01,39,18,39,25,0,0,0,0,0,0,15,5,6,25,0,14,0
1915,WS1,AL,acostme01,73,47,73,53,0,0,0,0,0,0,24,2,28,53,0,16,3
1916,WS1,AL,acostme01,5,3,5,4,0,0,0,0,0,0,4,0,0,4,0,1,0
1918,PHA,AL,acostme01,49,44,49,45,0,0,0,0,0,0,5,20,21,45,0,5,0
1918,WS1,AL,acostme01,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1994,OAK,AL,acrema01,34,0,2,34,34,0,0,0,0,0,0,0,0,0,0,0,0
1995,OAK,AL,acrema01,43,0,1,43,43,0,0,0,0,0,0,0,0,0,0,0,0
1996,OAK,AL,acrema01,22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
1997,OAK,AL,acrema01,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
1958,BAL,AL,adairje01,11,5,11,11,0,0,0,1,0,10,0,0,0,0,0,0,0
1959,BAL,AL,adairje01,12,10,12,12,0,0,0,10,0,2,0,0,0,0,0,0,0
1960,BAL,AL,adairje01,3,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0
1961,BAL,AL,adairje01,133,115,133,131,0,0,0,107,2,27,0,0,0,0,0,0,6
1962,BAL,AL,adairje01,139,132,139,135,0,0,0,35,1,112,0,0,0,0,0,4,2
1963,BAL,AL,adairje01,109,100,109,103,0,0,0,103,0,0,0,0,0,0,0,5,1
1964,BAL,AL,adairje01,155,150,155,153,0,0,0,153,0,0,0,0,0,0,0,2,0
1965,BAL,AL,adairje01,157,157,157,157,0,0,0,157,0,0,0,0,0,0,0,0,0
1966,BAL,AL,adairje01,17,13,17,13,0,0,0,13,0,0,0,0,0,0,0,4,0
1966,CHA,AL,adairje01,105,102,105,105,0,0,0,50,0,75,0,0,0,0,0,1,0
1967,BOS,AL,adairje01,89,78,89,84,0,0,0,24,34,30,0,0,0,0,0,7,1
1967,CHA,AL,adairje01,28,24,28,27,0,0,0,27,0,0,0,0,0,0,0,2,0
1968,BOS,AL,adairje01,74,47,74,63,0,0,1,12,7,46,0,0,0,0,0,15,2
1969,KCA,AL,adairje01,126,113,126,118,0,0,0,109,1,8,0,0,0,0,0,9,0
1970,KCA,AL,adairje01,7,7,7,7,0,0,0,7,0,0,0,0,0,0,0,0,0
1931,CHN,NL,adairji01,18,18,18,18,0,0,0,0,0,18,0,0,0,0,0,0,0
2014,COL,NL,adamecr01,7,2,7,7,0,0,0,2,0,5,0,0,0,0,0,2,0
2015,COL,NL,adamecr01,26,13,26,15,0,0,0,2,0,13,0,0,0,0,0,11,1
2016,COL,NL,adamecr01,121,43,121,68,0,0,0,11,11,47,0,0,0,0,0,61,1
2017,COL,NL,adamecr01,12,1,12,2,0,0,1,1,0,1,0,0,0,0,0,10,0
1941,NY1,NL,adamsac01,38,0,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0
1942,NY1,NL,adamsac01,61,0,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0
1943,NY1,NL,adamsac01,70,3,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0
1944,NY1,NL,adamsac01,65,4,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0
1945,NY1,NL,adamsac01,65,0,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0
1946,NY1,NL,adamsac01,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2014,CLE,AL,adamsau01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2015,CLE,AL,adamsau01,28,0,3,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2016,CLE,AL,adamsau01,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2017,WAS,NL,adamsau02,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1906,SLN,NL,adamsba01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,,
1907,PIT,NL,adamsba01,4,,4,4,4,0,0,0,0,0,0,0,0,0,,,
1909,PIT,NL,adamsba01,25,,25,25,25,0,0,0,0,0,0,0,0,0,,,
1910,PIT,NL,adamsba01,34,,34,34,34,0,0,0,0,0,0,0,0,0,,,
1911,PIT,NL,adamsba01,40,37,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0
1912,PIT,NL,adamsba01,28,21,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
1913,PIT,NL,adamsba01,43,37,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0
1914,PIT,NL,adamsba01,40,35,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0
1915,PIT,NL,adamsba01,40,30,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0
1916,PIT,NL,adamsba01,16,10,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
1918,PIT,NL,adamsba01,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1919,PIT,NL,adamsba01,34,29,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0
1920,PIT,NL,adamsba01,35,33,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0
1921,PIT,NL,adamsba01,25,20,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
1922,PIT,NL,adamsba01,27,19,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0
1923,PIT,NL,adamsba01,26,22,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0
1924,PIT,NL,adamsba01,9,3,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
1925,PIT,NL,adamsba01,33,10,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0
1926,PIT,NL,adamsba01,19,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0
1910,CLE,AL,adamsbe01,5,,5,5,0,5,0,0,0,0,0,0,0,0,,,
1911,CLE,AL,adamsbe01,2,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
1912,CLE,AL,adamsbe01,20,13,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0
1915,PHI,NL,adamsbe01,24,4,24,24,0,23,1,0,0,0,0,0,0,0,0,1,0
1916,PHI,NL,adamsbe01,11,1,11,10,0,10,0,0,0,0,0,0,0,0,0,0,0
1917,PHI,NL,adamsbe01,43,26,43,39,0,38,1,0,0,0,0,0,0,0,0,5,0
1918,PHI,NL,adamsbe01,84,65,84,76,0,76,0,0,0,0,0,0,0,0,0,8,0
1919,PHI,NL,adamsbe01,78,64,78,74,0,73,1,0,0,0,0,0,0,0,0,4,0
1925,BOS,AL,adamsbo01,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1931,PHI,NL,adamsbo02,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1932,PHI,NL,adamsbo02,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1946,CIN,NL,adamsbo03,94,79,94,79,0,0,0,77,1,0,0,0,3,3,0,14,1
1947,CIN,NL,adamsbo03,81,56,81,69,0,0,0,69,0,0,0,0,0,0,0,2,17
1948,CIN,NL,adamsbo03,87,66,87,71,0,0,0,64,7,0,0,0,0,0,0,18,0
1949,CIN,NL,adamsbo03,107,63,107,74,0,0,0,61,14,0,0,0,0,0,0,29,9
1950,CIN,NL,adamsbo03,115,87,115,95,0,0,0,54,42,0,0,0,0,0,0,13,9
1951,CIN,NL,adamsbo03,125,92,125,96,0,0,0,42,60,0,0,0,1,1,0,30,1
1952,CIN,NL,adamsbo03,154,154,154,154,0,0,0,0,154,0,0,0,0,0,0,0,0
1953,CIN,NL,adamsbo03,150,150,150,150,0,0,0,0,150,0,0,0,0,0,0,0,0
1954,CIN,NL,adamsbo03,110,95,110,95,0,0,0,2,93,0,0,0,0,0,0,13,2
1955,CHA,AL,adamsbo03,28,5,28,10,0,0,0,1,9,0,0,0,0,0,0,5,16
1955,CIN,NL,adamsbo03,64,40,64,46,0,0,0,5,42,0,0,0,0,0,0,20,1
1956,BAL,AL,adamsbo03,41,36,41,40,0,0,0,18,23,0,0,0,0,0,0,0,0
1957,CHN,NL,adamsbo03,60,46,60,48,0,0,0,1,47,0,0,0,0,0,0,10,4
1958,CHN,NL,adamsbo03,62,12,62,25,0,0,11,7,9,0,0,0,0,0,0,42,3
1959,CHN,NL,adamsbo03,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,2,1
1977,DET,AL,adamsbo04,15,3,15,3,0,1,2,0,0,0,0,0,0,0,0,12,0
1939,SLN,NL,adamsbu01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1943,PHI,NL,adamsbu01,111,104,111,107,0,0,0,0,0,0,0,107,0,107,0,2,1
1943,SLN,NL,adamsbu01,8,5,8,6,0,0,0,0,0,0,0,6,0,6,0,0,0
1944,PHI,NL,adamsbu01,151,150,151,151,0,0,0,0,0,0,0,150,1,151,0,0,0
1945,PHI,NL,adamsbu01,14,13,14,13,0,0,0,0,0,0,13,0,0,13,0,1,0
1945,SLN,NL,adamsbu01,140,139,140,140,0,0,0,0,0,0,14,126,0,140,0,0,0
1946,SLN,NL,adamsbu01,81,42,81,58,0,0,0,0,0,0,26,32,0,58,0,23,0
1947,PHI,NL,adamsbu01,69,45,69,50,0,0,0,0,0,0,6,1,44,50,0,20,0
1914,KCF,FL,adamsda01,36,14,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0
1915,KCF,FL,adamsda01,11,2,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2013,NYA,AL,adamsda02,43,38,43,42,0,0,4,9,31,0,0,0,0,0,0,1,0
1947,PHA,AL,adamsdi01,37,18,37,27,0,0,24,0,0,0,1,0,2,3,0,11,0
1969,CHA,AL,adamsdo01,8,3,8,4,0,4,0,0,0,0,0,0,0,0,0,5,0
1879,SR1,NL,adamsge01,4,,4,,0,0,2,0,0,0,0,2,0,2,0,,
1975,SFN,NL,adamsgl01,61,14,61,26,0,0,0,0,0,0,18,0,8,26,0,38,0
1976,SFN,NL,adamsgl01,69,3,69,6,0,0,0,0,0,0,4,0,2,6,0,63,0
1977,MIN,AL,adamsgl01,95,80,95,44,0,0,0,0,0,0,16,0,28,44,47,14,0
1978,MIN,AL,adamsgl01,116,90,116,5,0,0,0,0,0,0,2,0,3,5,101,26,0
1979,MIN,AL,adamsgl01,119,94,119,53,0,0,0,0,0,0,45,0,8,53,56,25,0
1980,MIN,AL,adamsgl01,99,78,99,12,0,0,0,0,0,0,12,0,0,12,81,21,0
1981,MIN,AL,adamsgl01,72,56,72,0,0,0,0,0,0,0,0,0,0,0,62,16,0
1982,TOR,AL,adamsgl01,30,18,30,0,0,0,0,0,0,0,0,0,0,0,27,12,0
1948,CHA,AL,adamshe01,5,3,5,4,0,0,0,0,0,0,0,2,2,4,0,0,1
1949,CHA,AL,adamshe01,56,46,56,48,0,0,0,0,0,0,14,33,1,48,0,5,3
1950,CHA,AL,adamshe01,34,31,34,33,0,0,0,0,0,0,0,33,0,33,0,1,1
1890,SL4,AA,adamsji01,1,,1,,0,1,0,0,0,0,0,0,0,0,0,,
1902,SLN,NL,adamsjo01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,,
1996,FLO,NL,adamsjo02,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
1997,ML4,AL,adamsjo02,30,6,4,30,30,0,0,0,0,0,0,0,0,0,0,0,0
1998,ARI,NL,adamsjo02,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1914,CIN,NL,adamska01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1915,CHN,NL,adamska01,26,12,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2014,KCA,AL,adamsla01,6,0,6,2,0,0,0,0,0,0,2,2,0,2,2,0,4
2017,ATL,NL,adamsla01,85,13,85,41,0,0,0,0,0,0,27,11,7,41,0,51,9
2012,SLN,NL,adamsma01,27,23,27,24,0,0,24,0,0,0,0,0,0,0,0,3,0
2013,SLN,NL,adamsma01,108,63,108,74,0,0,74,0,0,0,0,0,0,0,0,39,0
2014,SLN,NL,adamsma01,142,132,142,133,0,0,133,0,0,0,0,0,0,0,0,10,0
2015,SLN,NL,adamsma01,60,42,60,46,0,0,46,0,0,0,0,0,0,0,0,16,0
2016,SLN,NL,adamsma01,118,69,118,86,0,0,86,0,0,0,0,0,0,0,0,39,0
2017,ATL,NL,adamsma01,100,69,100,72,0,0,59,0,0,0,13,0,0,13,0,29,0
2017,SLN,NL,adamsma01,31,8,31,9,0,0,3,0,0,0,6,0,0,6,2,22,0
1967,BAL,AL,adamsmi01,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1968,BAL,AL,adamsmi01,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1969,BAL,AL,adamsmi01,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1972,MIN,AL,adamsmi02,3,1,3,1,0,0,0,0,0,0,1,0,0,1,0,1,1
1973,MIN,AL,adamsmi02,55,22,55,24,0,0,0,0,0,0,23,1,0,24,16,2,29
1976,CHN,NL,adamsmi02,25,3,25,7,0,0,0,1,3,0,2,0,2,4,0,21,1
1977,CHN,NL,adamsmi02,2,1,2,2,0,0,0,0,0,0,1,1,0,2,0,1,0
1978,OAK,AL,adamsmi02,15,2,15,8,0,0,0,6,3,0,0,0,0,0,3,9,2
2004,MIL,NL,adamsmi03,46,0,43,46,46,0,0,0,0,0,0,0,0,0,0,0,0
2005,MIL,NL,adamsmi03,13,0,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2006,MIL,NL,adamsmi03,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2008,SDN,NL,adamsmi03,54,0,51,54,54,0,0,0,0,0,0,0,0,0,0,0,0
2009,SDN,NL,adamsmi03,37,0,34,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2010,SDN,NL,adamsmi03,70,0,67,70,70,0,0,0,0,0,0,0,0,0,0,0,0
2011,SDN,NL,adamsmi03,49,0,45,49,49,0,0,0,0,0,0,0,0,0,0,0,0
2011,TEX,AL,adamsmi03,27,0,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2012,TEX,AL,adamsmi03,61,0,3,61,61,0,0,0,0,0,0,0,0,0,0,0,0
2013,PHI,NL,adamsmi03,28,0,25,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2014,PHI,NL,adamsmi03,22,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
1946,CHN,NL,adamsre01,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
1905,WS1,AL,adamsri01,11,,11,11,11,0,0,0,0,0,0,0,0,0,,,
1982,CAL,AL,adamsri02,8,4,8,8,0,0,0,0,0,8,0,0,0,0,0,1,1
1983,CAL,AL,adamsri02,58,31,58,56,0,0,0,4,16,38,0,0,0,0,0,0,8
1985,SFN,NL,adamsri02,54,32,54,46,0,0,0,5,17,25,0,0,0,0,0,5,8
2004,TOR,AL,adamsru01,22,18,22,21,0,0,0,0,0,21,0,0,0,0,0,4,0
2005,TOR,AL,adamsru01,139,122,139,132,0,0,0,0,0,132,0,0,0,0,0,14,2
2006,TOR,AL,adamsru01,90,66,90,86,0,0,0,50,0,36,0,0,0,0,1,10,5
2007,TOR,AL,adamsru01,27,16,27,18,0,0,0,2,16,0,0,0,0,0,7,4,7
2009,TOR,AL,adamsru01,8,5,8,5,0,0,0,0,0,0,5,0,0,5,2,2,0
2011,BAL,AL,adamsry01,29,24,29,26,0,0,0,26,0,0,0,0,0,0,0,2,1
1922,CHN,NL,adamssp01,11,11,11,11,0,0,0,11,0,0,0,0,0,0,0,0,0
1923,CHN,NL,adamssp01,95,75,95,80,0,0,0,0,0,79,0,0,1,1,0,12,3
1924,CHN,NL,adamssp01,117,101,117,107,0,0,0,19,0,88,0,0,0,0,0,7,2
1925,CHN,NL,adamssp01,149,149,149,149,0,0,0,144,0,5,0,0,0,0,0,0,0
1926,CHN,NL,adamssp01,154,152,154,152,0,0,0,135,20,2,0,0,0,0,0,0,0
1927,CHN,NL,adamssp01,146,146,146,146,0,0,0,61,55,40,0,0,0,0,0,0,0
1928,PIT,NL,adamssp01,135,132,135,134,0,0,0,107,0,27,0,0,1,1,0,1,0
1929,PIT,NL,adamssp01,74,46,74,62,0,0,0,20,15,30,2,0,0,2,0,3,6
1930,SLN,NL,adamssp01,137,133,137,133,0,0,0,25,104,8,0,0,0,0,0,3,0
1931,SLN,NL,adamssp01,143,142,143,142,0,0,0,0,137,9,0,0,0,0,0,1,0
1932,SLN,NL,adamssp01,31,30,31,30,0,0,0,0,30,0,0,0,0,0,0,0,0
1933,CIN,NL,adamssp01,137,134,137,137,0,0,0,1,132,8,0,0,0,0,0,1,0
1933,SLN,NL,adamssp01,8,8,8,8,0,0,0,0,3,5,0,0,0,0,0,0,0
1934,CIN,NL,adamssp01,87,61,87,67,0,0,0,29,38,0,0,0,0,0,0,14,8
1923,PIT,NL,adamssp02,25,12,25,17,0,0,0,11,0,6,0,0,0,0,0,1,7
1925,WS1,AL,adamssp02,40,10,40,26,0,0,0,16,3,8,0,0,0,0,0,3,12
1926,NYA,AL,adamssp02,28,4,28,5,0,0,0,5,0,0,0,0,0,0,0,12,10
1927,SLA,AL,adamssp02,88,66,88,80,0,0,0,54,28,0,0,0,0,0,0,6,2
1995,CHN,NL,adamste01,18,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
1996,CHN,NL,adamste01,69,0,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0
1997,CHN,NL,adamste01,74,0,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0
1998,CHN,NL,adamste01,63,0,61,63,63,0,0,0,0,0,0,0,0,0,0,0,0
1999,CHN,NL,adamste01,52,0,49,52,52,0,0,0,0,0,0,0,0,0,0,0,0
2000,LAN,NL,adamste01,66,0,63,66,66,0,0,0,0,0,0,0,0,0,0,0,0
2001,LAN,NL,adamste01,43,22,41,43,43,0,0,0,0,0,0,0,0,0,0,0,0
2002,PHI,NL,adamste01,46,19,45,46,46,0,0,0,0,0,0,0,0,0,0,0,0
2003,PHI,NL,adamste01,66,0,63,66,66,0,0,0,0,0,0,0,0,0,0,0,0
2004,BOS,AL,adamste01,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2004,TOR,AL,adamste01,42,0,5,42,42,0,0,0,0,0,0,0,0,0,0,0,0
2005,PHI,NL,adamste01,16,0,14,16,16,0,0,0,0,0,0,0,0,0,0,0,0
1912,SLA,AL,adamswi01,13,5,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
1913,SLA,AL,adamswi01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1914,PTF,FL,adamswi01,15,2,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
1918,PHA,AL,adamswi01,32,14,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0
1919,PHA,AL,adamswi01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1996,OAK,AL,adamswi02,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
1997,OAK,AL,adamswi02,13,12,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
1950,CIN,NL,adcocjo01,102,93,102,98,0,0,24,0,0,0,75,0,1,75,0,4,0
1951,CIN,NL,adcocjo01,113,104,113,106,0,0,0,0,0,0,106,0,0,106,0,7,0
1952,CIN,NL,adcocjo01,117,94,117,102,0,0,17,0,0,0,87,0,0,87,0,15,0
1953,ML1,NL,adcocjo01,157,157,157,157,0,0,157,0,0,0,0,0,0,0,0,0,0
1954,ML1,NL,adcocjo01,133,132,133,132,0,0,132,0,0,0,0,0,0,0,0,1,0
1955,ML1,NL,adcocjo01,84,77,84,78,0,0,78,0,0,0,0,0,0,0,0,6,0
1956,ML1,NL,adcocjo01,137,129,137,129,0,0,129,0,0,0,0,0,0,0,0,8,0
1957,ML1,NL,adcocjo01,65,55,65,56,0,0,56,0,0,0,0,0,0,0,0,9,0
1958,ML1,NL,adcocjo01,105,83,105,92,0,0,69,0,0,0,24,0,0,24,0,17,0
1959,ML1,NL,adcocjo01,115,105,115,106,0,0,88,0,0,0,21,0,0,21,0,10,0
1960,ML1,NL,adcocjo01,138,136,138,136,0,0,136,0,0,0,0,0,0,0,0,2,0
1961,ML1,NL,adcocjo01,152,148,152,148,0,0,148,0,0,0,0,0,0,0,0,4,0
1962,ML1,NL,adcocjo01,121,112,121,112,0,0,112,0,0,0,0,0,0,0,0,9,0
1963,CLE,AL,adcocjo01,97,69,97,78,0,0,78,0,0,0,0,0,0,0,0,26,0
1964,LAA,AL,adcocjo01,118,102,118,104,0,0,104,0,0,0,0,0,0,0,0,13,0
1965,CAL,AL,adcocjo01,122,94,122,97,0,0,97,0,0,0,0,0,0,0,0,26,0
1966,CAL,AL,adcocjo01,83,57,83,71,0,0,71,0,0,0,0,0,0,0,0,22,0
2011,KCA,AL,adcocna01,24,3,1,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2012,KCA,AL,adcocna01,12,2,3,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2014,TEX,AL,adcocna01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2015,CIN,NL,adcocna01,13,0,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0
1950,BSN,NL,addisbo01,16,5,16,7,0,0,0,0,0,0,3,1,3,7,0,10,0
1951,BSN,NL,addisbo01,85,40,85,46,0,0,0,0,0,0,28,10,8,46,0,40,1
1952,CHN,NL,addisbo01,93,67,93,79,0,0,0,0,0,0,2,42,38,79,0,16,0
1953,CHN,NL,addisbo01,10,2,10,3,0,0,0,0,0,0,0,1,2,3,0,7,0
1953,PIT,NL,addisbo01,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1983,SLN,NL,adducji01,10,5,10,7,0,0,6,0,0,0,1,0,0,1,0,3,0
1986,ML4,AL,adducji01,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0
1988,ML4,AL,adducji01,44,21,44,27,0,0,3,0,0,0,16,0,9,24,12,3,7
1989,PHI,NL,adducji01,13,3,13,5,0,0,4,0,0,0,1,0,0,1,0,8,1
2013,TEX,AL,adducji02,17,8,17,10,0,0,4,0,0,0,8,0,0,8,4,6,2
2014,TEX,AL,adducji02,44,26,44,31,0,0,3,0,0,0,20,0,8,28,5,13,2
2017,DET,AL,adducji02,29,22,29,26,0,0,0,0,0,0,0,0,26,26,2,2,3
1871,RC1,NA,addybo01,25,25,25,25,0,0,0,22,0,3,0,0,0,0,0,0,0
1873,BS1,NA,addybo01,31,,31,,0,0,0,0,0,0,0,0,31,31,0,,
1873,PH2,NA,addybo01,10,,10,,0,0,0,10,0,0,0,0,0,0,0,,
1874,HR1,NA,addybo01,50,50,50,50,0,0,0,45,5,1,0,0,0,0,0,0,0
1875,PH2,NA,addybo01,69,,69,,0,0,0,2,0,0,0,1,67,68,0,,
1876,CHN,NL,addybo01,32,,32,,0,0,0,0,0,0,3,0,29,32,0,,
